gene_id,MEF,Naive_CD4T,Naive_CD8T,mESCJ1,DP,Th2,Th2a,RAVCrep1,RAVCrep2
C730002L08Rik,0.101,0,0,0,0,0,0,0,0
Aldh1a1,1.602,0,0,0.195,0,0,0,0,0
Aldh1a7,2.083,0,0,0.077,0,0,0,0,0
Tmc1,0,0.028,0.01,0.058,0.204,0,0,0,0
4930554I06Rik,0,0,0.069,0,0,0,0,0,0
Zfand5,27.663,5.637,3.616,24.231,17.742,17.749,11.582,18.862,18.862
Gda,1.475,0,0.015,0.088,0,0,0,2.902,2.902
1110059E24Rik,37.605,6.024,3.809,29.14,19.164,124.392,73.941,56.767,56.767
Abhd17b,39.209,9.471,5.75,26.083,25.633,102.268,32.652,41.221,41.221
Tmem2,40.062,0.629,0.256,38.281,2.413,3.574,0.792,1.206,1.206
Trpm3,0.152,0,0,0.066,0,0,0,0,0
Mir204,0,0,0,0,0,0,0,0,0
Klf9,36.088,1.38,0.765,91.718,1.398,1.662,2.983,8.74,8.74
Mir1192,1.223,0.477,0,0.654,0,0,0,0,0
Smc5,71.47,10.184,4.76,37.331,65.574,43.828,55.489,23.802,23.802
Mamdc2,21.494,0,0,0.237,0,0.406,2.651,0,0
1700028P14Rik,0,0,0,0,0,0,0,0,0
Ptar1,34.976,9.735,5.171,5.826,23.706,3.723,6.573,5.549,5.549
Apba1,1.45,0,0,0.215,0,0,0.133,0,0
Fam189a2,0.29,0,0,0.466,0,0,0,0,0
Tjp2,71.623,0.421,0.136,187.637,0.691,4.145,3.442,3.682,3.682
Fxn,11.078,5.642,4.482,26.732,46.577,45.818,32.322,30.761,30.761
Pip5k1b,0.117,0.229,0.227,2.286,25.608,13.42,20.433,2.311,2.311
Fam122a,32.186,4.528,1.784,3.872,42.785,15.99,15.651,16.506,16.506
Tmem252,0.06,0,0,0.321,0,0,0,0,0
Pgm5,1.464,0,0.005,0.079,0,0.057,0.259,0,0
Foxd4,0,0,0,0.034,0,0,0,0,0
Cbwd1,29.057,5.369,3.376,41.66,16.495,22.701,11,11.017,11.017
Snora19,0,0,0,0,0,0,0,0,0
Gm38437,0,0,0,0,0,0,0,0,0
Mir3084-1,0,0,0,0,0,0,0,0,0
Dock8,3.409,56.074,23.338,0.253,222.985,55.616,16.918,109.804,109.804
Kank1,29.641,0,0.008,8.759,0,0.167,0.055,0,0
Dmrt1,0,0,0,33.88,0.184,0,0,0,0
Dmrt3,0,0,0,0.364,0,0,0,0,0
2610016A17Rik,0,0,0,0,0,0,0,0,0
Dmrt2,0.76,0,0,0.034,0,0.193,0.252,0.032,0.032
Smarca2,10.865,28.461,14.931,0.767,78.283,19.681,13.86,25.717,25.717
4931403E22Rik,0.221,1.815,1.531,0,6.828,2.03,0,0.448,0.448
Gm815,0,0,0,0,0,0,0,0,0
Vldlr,10.951,0.007,0,0.505,0,8.65,1.349,0,0
Kcnv2,0,0,0,0.031,0,0,0,0,0
D19Bwg1357e,95.486,23.069,13.532,169.797,41.068,43.495,56.265,36.225,36.225
C030016D13Rik,0,0.467,0.489,0,0.479,0,0.227,0.029,0.029
Rfx3,1.821,3.974,2.285,2.202,26.678,1.984,0.568,2.324,2.324
Glis3,16.223,0.3,0.016,1.379,1.6,0.12,0,0.04,0.04
D930032P07Rik,0,0,0,0,0,0,0,0,0
Slc1a1,0.239,0,0,0.619,0.112,0.244,0,0,0
4430402I18Rik,0.412,0,0,0.11,0,0,0.274,0,0
Ppapdc2,7.032,3.125,2.128,0.796,17.553,8.469,11.666,15.687,15.687
Cdc37l1,11.454,11.581,4.491,11.93,32.987,8.826,4.562,8.755,8.755
Ak3,59.474,14.503,10.213,16.593,108.372,43.54,53.712,66.199,66.199
1700018L02Rik,0,0.185,0,0,2.993,0.362,0,0.18,0.18
Gm9895,0,0,0,1.787,1.249,3.404,11.549,0.225,0.225
Rcl1,59.156,11.112,9.799,153.308,33.346,59.162,67.232,35.661,35.661
Mir101b,0,0.595,0,0,0,0,0,0,0
Jak2,51.008,36.527,18.817,2.801,71.527,111.142,157.999,60.207,60.207
Insl6,0.897,9.098,2.602,3.236,10.68,26.024,22.791,8.392,8.392
Rln1,0,0,0,2.27,0,0,0,0,0
Plgrkt,52.645,39.725,22.267,19.144,169.203,123.319,408.292,112.854,112.854
Cd274,1.261,8.173,4.081,0.87,6.839,12.921,3.081,15.513,15.513
Pdcd1lg2,0,0.169,0.072,0,0.364,8.074,13.905,9.315,9.315
A930007I19Rik,0.064,0.274,0.194,0.205,4.116,0,0,0.097,0.097
Ric1,25.15,10.312,5.885,16.157,38.679,11.08,1.08,16.109,16.109
Ermp1,28.769,8.317,4.913,74.77,31.287,7.961,11.592,21.814,21.814
Mlana,0,0.125,0,1.544,0.899,0,0,1.461,1.461
9930021J03Rik,16.957,5.014,2.084,6.22,32.754,6.645,1.543,11.928,11.928
Ranbp6,8.45,15.185,7.092,2.162,42.172,15.323,3.272,12.396,12.396
Il33,0.682,0,0,0.395,0,0,0,0,0
Trpd52l3,0,0,0,0.035,0,0,0,0,0
Uhrf2,66.273,19.338,11.397,31.193,133.723,55.189,45.349,76.713,76.713
Gldc,1.016,0.015,0.119,166.123,0.329,0,0,47.838,47.838
Mbl2,0,0,0,0.37,0,0,0,0,0
Ppp1r2-ps3,0.184,0,0.051,0.197,0,0.562,0,0.279,0.279
Dkk1,0.066,0,0,0,0,0,0.132,0,0
Prkg1,15.94,0,0,0.139,0,0,0,0,0
Gm6642,0,0,0,0,0.719,0,0.511,0,0
Cstf2t,42.148,34.301,18.017,34.811,50.062,25.539,14.857,39.101,39.101
8430431K14Rik,0.259,0,0,0,0,0,0,0,0
A1cf,0,0.015,0,0,0,0,0,0,0
Asah2,9.979,1.869,0.263,0.361,5.766,1.407,0.918,8.98,8.98
Sgms1,86.008,22.146,5.478,16.331,1.096,30.073,23.587,9.581,9.581
2700046G09Rik,1.352,0.844,0.025,0.145,0.253,2.203,6.47,0.365,0.365
Minpp1,68.007,23.258,8.932,60.443,41.639,41.247,48.311,47.043,47.043
Papss2,88.268,0.441,0.28,0.333,44.021,0.595,6.449,0.079,0.079
Atad1,125.95,29.885,14.509,75.793,119.249,50.935,31.349,84.51,84.51
Pten,66.382,20.122,15.512,28.708,123.353,9.687,4.274,38.911,38.911
Rnls,2.634,1.808,0.728,2.234,0.764,1.665,2.354,2.711,2.711
Lipo1,15.114,2.822,0.646,9.711,5.638,6.644,5.42,16.643,16.643
Lipf,0.109,0,0,0,0,0,0,0,0
Lipk,0.132,0,0,0,0,0,0,0,0
Lipn,0.098,0,0,0,0,0,0,0,0
Lipm,0.164,0,0,0,0.307,0,0,0,0
Ankrd22,0,0.033,0,0,0.709,0,0,0.171,0.171
Stambpl1,48.762,42.559,14.348,2.88,130.808,23.765,18.34,99.789,99.789
Acta2,10355.584,1.998,0.493,21.777,6.61,0,0.229,0.029,0.029
Fas,13.799,13.24,8.583,0.264,178.659,9.035,29.969,38.652,38.652
Ch25h,34.138,0,0,0,0.613,0,0,0,0
Lipa,53.078,42.521,13.489,11.423,344.724,7.15,17.373,79.235,79.235
Ifit2,14.909,28.862,7.984,2.704,30.87,2.518,3.958,15.145,15.145
Ifit3,0.518,18.841,11.012,0.119,1.245,0,0.59,0.225,0.225
Ifit1bl1,0.311,52.681,25.966,0.1,0.349,0,6.209,4.412,4.412
Ifit3b,0.147,5.823,1.849,0.039,0,0,0,0,0
Ifit1bl2,0.176,1.836,0.62,0.071,0,0,0,0.089,0.089
Ifit1,0.729,23.857,10.356,1.08,0.314,2.57,4.919,0.738,0.738
Slc16a12,0.42,0.015,0,0.02,0,0,0,3.656,3.656
Pank1,3.229,0.438,0.353,4.736,2.114,1.418,0.771,1.771,1.771
Mir107,0,0,0,0,0,0,0,0,0
Kif20b,38.186,2.512,1.639,40.885,48.3,37.7,2.969,12.917,12.917
Htr7,1.2,0,0,0.051,0,0,0.287,0,0
Rpp30,48.628,4.445,3.149,69.188,45.912,44.182,63.018,27.325,27.325
Ankrd1,903.181,0,0,1.972,0,0,0,0,0
Pcgf5,23.136,16.07,7.182,15.046,68.97,66.795,52.576,59.325,59.325
Hectd2,4.409,1.721,0.541,1.378,3.22,2.846,0.248,3.457,3.457
1500017E21Rik,0,0.022,0,0,0,0,0,0,0
Ppp1r3c,0,0,0,0.562,0,0,0,0,0
Tnks2,132.16,63.279,32.03,214.385,182.979,71.763,25.803,82.612,82.612
Fgfbp3,18.786,0.395,0.116,0.541,2.125,3.346,2.016,0.853,0.853
Btaf1,50.574,19.827,8.382,35.404,51.313,26.825,10.295,16.731,16.731
Cpeb3,2.056,0.017,0,1.315,0.125,0.137,0.045,0.147,0.147
A330032B11Rik,0,0,0.021,0,0,0,0,0,0
March5,43.993,7.143,2.491,38.149,29.494,20.522,20.031,21.58,21.58
4931408D14Rik,0,0.018,0,0.073,0.128,0,0,0,0
Ide,65.771,13.132,8.642,110.236,40.011,42.522,52.998,53.153,53.153
Kif11,55.102,0.779,0.263,103.014,225.091,99.702,24.665,78.051,78.051
Hhex,1.336,0.033,0.023,4.288,0.234,1.531,0.5,0.127,0.127
1700122C19Rik,0,0,0,0,0,0,0,0,0
Exoc6,6.658,26.915,11.851,23.91,16.537,25.469,17.267,35.194,35.194
Cyp26c1,0.095,0.111,0,0.051,0,0,0,0,0
Cyp26a1,0,0,0,0.222,0.466,0,0,0.084,0.084
Myof,284.582,0.008,0,22.692,0.291,0,0,1.49,1.49
Cep55,42.228,0.374,0.118,45.479,48.062,62.966,25.268,26.217,26.217
Ffar4,0,0,0,0.738,0,0,0,0,0
Rbp4,0.114,0,0,4.331,0,0,0,0,0
Pde6c,0,0.234,0,0.027,0,0,0,0,0
Fra10ac1,21.058,6.608,3.686,23.032,27.88,30.068,39.451,14.135,14.135
Lgi1,0.035,0,0.01,0.019,0,0,0,0,0
Slc35g1,4.731,6.837,6.633,25.801,6.929,20.444,14.785,36.682,36.682
Plce1,3.734,0.2,0.155,1.389,0.044,0.048,0.279,0,0
Noc3l,40.173,8.449,4.463,57.926,17.412,15.116,5.562,15.207,15.207
Tbc1d12,16.906,0.85,0.486,2.068,1.379,1.611,0.841,1.494,1.494
Hells,66.64,2.238,1.734,422.127,70.595,90.578,19.148,38.876,38.876
Cyp2c55,0,0,0,0.278,0,0,0,0,0
Cyp2c65,0,0,0,0,0,0,0,0,0
Cyp2c66,0,0,0,0,0,0,0,0,0
Cyp2c53-ps,0,0,0,0.055,0,0,0,0,0
Cyp2c29,0,0,0,0.089,0,0,0,0,0
Cyp2c38,0,0,0,0,0,0,0,0,0
Cyp2c39,0,0,0,0,0,0,0,0,0
Cyp2c67,0,0,0,0,0,0,0,0,0
Cyp2c68,0,0,0,0,0,0,0,0,0
Cyp2c40,0,0,0,0,0,0,0,0,0
Cyp2c69,0,0,0,0.894,0,0,0,0,0
Cyp2c37,0,0,0,0,0,0,0,0,0
Cyp2c54,0,0,0,0,0,0,0,0,0
Cyp2c50,0,0,0,0,0,0,0,0,0
Cyp2c70,0,0,0,0.093,0,0,0,0,0
Pdlim1,187.053,39.707,21.412,114.908,114.613,69.976,112.291,156.815,156.815
Sorbs1,202.674,1.071,0.506,4.986,10.807,0.532,1.433,4.42,4.42
Aldh18a1,101.376,26.34,12.07,46.139,47.143,88.681,73.504,77.058,77.058
Tctn3,8.577,3.708,1.891,7.606,5.782,5.474,16.127,5.686,5.686
Entpd1,0.709,0.066,0.224,0.163,0.095,22.295,24.651,11.025,11.025
Ccnj,5.503,3.101,1.414,7.254,18.576,2.724,0.695,2.373,2.373
E030044B06Rik,0,0,0,0.36,0,0,0,0,0
Mir8092,0,0,0,0,0,0,0,0,0
Zfp518a,10.706,11.277,4.843,31.321,23.521,8.26,2.328,9.63,9.63
Blnk,0.141,0,0.02,5.018,2.571,0,0.281,0,0
Dntt,0,5.476,1.92,0,3068.96,5.729,0.138,23.228,23.228
Opalin,0,0,0,0,1.395,0,0,0,0
Tll2,0,0,0.024,0.047,0,0,0,0,0
Tm9sf3,291.915,45.267,22.138,57.531,132.884,120.869,60.053,111.12,111.12
Pik3ap1,0.792,0.11,0.454,0.393,0.476,5.358,2.03,0.057,0.057
Lcor,4.188,5.82,2.543,2.019,10.849,1.842,0.19,1.958,1.958
Mir8091,11.707,1.662,0.883,1.707,20.881,0,0,9.693,9.693
Slit1,0.311,0.088,0.047,0.347,0.712,0,0,0.029,0.029
Gm19424,0,0,0,0,1.297,0,0,0,0
Arhgap19,15.829,1.505,0.708,53.654,80.025,32.36,13.37,21.975,21.975
Frat1,0.057,11.95,6.43,0.968,27.442,7.781,5.077,9.593,9.593
Frat2,3.018,9.502,10.674,6.675,87.274,6.705,2.871,8.71,8.71
Rrp12,52.221,16.078,8.189,102.625,18.237,39.131,20.482,21.087,21.087
Pgam1,26.405,7.154,5.491,442.798,2.037,118.425,2.737,72.155,72.155
Exosc1,42.045,17.905,7.085,57.943,37.323,43.471,72.734,31.98,31.98
Zdhhc16,44.589,7.696,4.583,27.848,78.959,53.363,57.928,25.453,25.453
Mms19,25.594,30.23,14.924,45.91,82.197,42.748,44.631,33.754,33.754
Ubtd1,49.698,4.008,2.946,10.206,26.611,35.52,30.324,8.676,8.676
Ankrd2,0.269,0,0,0.072,0,0,0.268,0,0
Hoga1,0.271,0.035,0.05,1.258,0,0.829,0.361,0,0
4933411K16Rik,0.106,0,0,0.113,0,0,0,0,0
Morn4,16.129,0,0,18.166,0,2.24,2.436,0.33,0.33
Pi4k2a,42.014,8.069,7.754,38.307,43.433,29.126,29.173,30.488,30.488
Avpi1,54.11,3.727,3.268,91.675,6.373,30.102,37.774,14.188,14.188
Marveld1,79.567,9.701,6.938,7.765,10.241,7.638,17.828,22.137,22.137
Zfyve27,11.333,10.564,5.115,4.792,46.761,14.736,10.089,12.642,12.642
Sfrp5,0,0.152,0.151,0.5,0,0,0,0,0
Golga7b,0.099,0.039,0,0.027,0.417,0,0.099,0,0
Mir3085,0,0,0,0,0,0,0,0,0
Crtac1,0.057,0,0,1.966,0,0.518,0,1.145,1.145
R3hcc1l,14.648,16.063,7.955,9.921,36.369,21.696,16.974,16.592,16.592
Loxl4,88.21,1.179,0.737,0.655,0.686,0,0.163,0.138,0.138
Pyroxd2,0.664,1.277,0.302,0.051,1.064,0.29,0.567,0.12,0.12
Hps1,16.222,15.577,8.137,23.756,41.856,15.427,56.867,27.179,27.179
Hpse2,0,0,0,0.109,0.381,0,0,0.034,0.034
Cnnm1,0.088,0.034,0.041,1.727,0.329,0,0.468,0,0
Got1,55.519,13.866,8.211,355.673,30.841,147.221,132.055,68.047,68.047
Nkx2-3,0,0,0,0.112,0.196,0,0,0,0
Slc25a28,25.057,20.913,15.026,20.873,65.641,30.034,59.179,22.138,22.138
BC037704,0.668,0.956,0.41,0.476,0,0.68,0.74,0.3,0.3
Entpd7,6.651,0.868,0.575,2.445,13.228,5.08,1.804,3.143,3.143
Cox15,19.085,7.677,3.742,31.048,30.593,12.435,2.213,10.92,10.92
Cutc,4.863,4.458,2.658,9.496,18.069,11.058,16.911,9.728,9.728
Abcc2,0.055,0,0,0.235,0.154,0,0.109,0,0
Gm10768,0,0.028,0,0.232,0.203,0.885,0,0,0
Dnmbp,18.918,3.426,1.743,13.552,14.642,4.026,3.425,19.335,19.335
Cpn1,0.413,0,0,5.036,0,0,0,0.042,0.042
Cyp2c44,0.067,0,0,0.252,0,0,0,0.034,0.034
Erlin1,37.457,1.161,0.763,21.161,21.868,20.413,11.516,8.2,8.2
Chuk,90.999,20.769,10.095,42.991,72.267,55.143,27.555,36.463,36.463
Cwf19l1,17.929,6.627,3.757,23.705,23.853,14.01,14.99,10.869,10.869
Bloc1s2,17.152,11.264,7.477,77.171,12.481,62.986,26.633,54.073,54.073
Pkd2l1,0,0,0,0.095,0,0,0,0,0
Scd3,0.085,0,0,0.866,0.478,0,0,0,0
Scd2,230.08,12.711,5.927,302.744,263.575,443.117,140.191,98.566,98.566
Mir5114,0,0,0,0,0,0,0,0,0
Scd4,0.096,0.32,0.08,0.026,5.399,0.441,0,0.146,0.146
Scd1,60.127,0.119,0.017,66.338,0.171,48.778,3.78,8.991,8.991
Wnt8b,0,0.137,0.036,0.07,7.124,0,0,0,0
Sec31b,0.339,3.002,0.886,0.464,12.261,0.461,0.226,0.534,0.534
Ndufb8,259.169,73.05,42.554,523.417,349.311,365.258,913.336,337.356,337.356
Hif1an,29.801,8.805,5.18,29.727,63.838,20.81,5.575,18.247,18.247
Pax2,0,0,0,0.026,0,0,0,0,0
Mir6405,0,0,0,0,0,0,0,0,0
1700039E22Rik,0,0,0,0,0,0,0,0,0
Fam178a,45.025,10.675,5.112,27.424,47.371,14.716,4.716,15.449,15.449
4930414N06Rik,0,1.136,0.402,0,2.719,0,0,0,0
Sema4g,1.685,0.483,0.323,1.857,12.142,1.366,0.274,0.226,0.226
Mrpl43,73.661,16.279,8.833,117.134,127.846,105.452,217.616,74.111,74.111
Peo1,15.904,8.955,3.975,44.069,23.538,14.773,11.923,15.558,15.558
Lzts2,97.288,0.356,0.308,17.388,9.795,7.582,2.322,25.061,25.061
Pdzd7,0.834,0.044,0,0.264,0.425,0.347,0,0.652,0.652
Sfxn3,100.251,13.782,8.052,4.961,55.081,18.744,6.563,43.003,43.003
Kazald1,3.323,0.042,0.148,0.401,0.3,0.328,1.069,0.054,0.054
Tlx1,0.146,0,0,0.156,0.409,0,0,0,0
Lbx1,0,0,0,0,0,0,0,0,0
Btrc,8.233,4.071,1.759,11.732,24.387,5.86,8.766,4.379,4.379
Poll,8.68,9.297,4.326,22.937,1.598,15.486,23.62,21.414,21.414
Dpcd,18.04,15.448,11.063,22.277,15.323,59.798,80.219,35.628,35.628
Fbxw4,20.297,18.811,14.101,2.968,36.436,7.665,46.984,24.963,24.963
4933429K18Rik,0,0,0,0,0.409,0,0,0,0
Fgf8,0,0,0,0.24,1.257,0,0,0,0
Npm3,60.549,33.3,20.828,284.8,82.447,252.799,8.231,292.355,292.355
Mgea5,111.173,77.525,40.477,104.508,452.246,94.318,56.38,73.619,73.619
Kcnip2,0.356,5.053,0.509,1.397,0.832,1.633,4.144,0.691,0.691
9130011E15Rik,15.427,3.549,1.808,24.367,31.213,11.549,4.685,15.198,15.198
Hps6,13.224,8.117,4.399,4.167,9.689,9.556,10.283,14.576,14.576
Ldb1,126.158,95.948,43.407,157.896,642.933,142.03,32.034,214.658,214.658
Pprc1,81.498,4.558,2.207,144.615,38.112,19.566,14.848,21.596,21.596
Nolc1,139.052,38.203,19.906,272.194,97.524,95.331,70.173,63.006,63.006
Elovl3,0,0,0,0.084,0,0,0,0,0
Pitx3,0,0,0,0.172,0,0,0,0,0
Gbf1,61.521,12.52,5.673,27.314,72.422,21.819,20.366,36.332,36.332
Nfkb2,66.641,18.609,15.603,15.452,39.424,56.155,86.366,36.471,36.471
Psd,5.803,0.725,0.839,0.913,6.379,5.331,3.025,2.15,2.15
Fbxl15,3.512,1.199,1.699,4.988,2.768,7.377,8.752,7.163,7.163
Cuedc2,41.994,7.02,6.721,78.54,111.512,65.202,50.903,52.33,52.33
Mir146b,0,0,0,0.726,0,0,0,0,0
2310034G01Rik,0.188,0.22,0.156,0.602,0,0.574,4.866,0.76,0.76
Tmem180,1.103,0.608,0.072,28.522,20.187,15.859,26.389,12.18,12.18
Actr1a,285.991,52.347,24.609,106.058,294.425,84.068,102.292,130.376,130.376
Sufu,34.686,3.432,1.5,20.56,59.837,12.086,10.885,25.607,25.607
Trim8,97.815,9.068,5.893,26.216,77.53,31.378,9.009,86.745,86.745
Arl3,65.868,3.582,4.925,36.861,130.144,62.135,74.631,55.273,55.273
Sfxn2,6.033,7.819,5.411,4.483,18.977,5.066,7.07,12.77,12.77
Wbp1l,70.524,22.35,11.626,34.285,134.646,39.639,66.172,58.003,58.003
Cyp17a1,0,0.063,0,0,0.901,0,0,0,0
2010012O05Rik,12.237,1.99,1.372,3.963,14.292,12.671,17.485,9.356,9.356
As3mt,3.464,4.979,4.017,20.015,29.364,17.553,1.179,9.405,9.405
Cnnm2,4.309,2.844,1.032,15.276,7.098,1.222,3.454,4.158,4.158
Nt5c2,32.374,7.984,4.182,31.067,78.494,16.283,17.753,13.014,13.014
Ina,0.458,0,0,70.986,0.734,0,0.131,0.033,0.033
Pcgf6,24.749,10.348,7.544,77.603,22.531,28.653,14.62,15.448,15.448
Taf5,6.629,7.496,3.954,29.066,29.527,16.925,14.394,11.005,11.005
Usmg5,19.088,9.482,16.79,384.884,145.916,604.42,121.953,371.622,371.622
Pdcd11,57.919,20.494,12.987,110.635,44.394,26.702,17.033,26.024,26.024
Calhm2,16.028,3.353,1.597,3.629,11.94,11.471,15.546,17.169,17.169
Calhm1,0,0,0,0.076,0,0,0,0,0
Neurl1a,2.917,0.157,0.046,12.534,0.846,0,0,0,0
Sh3pxd2a,111.034,7.35,3.087,10.093,34.554,1.987,0.733,3.162,3.162
Mir6995,0,0,0,0,5.84,0,0,0,0
Obfc1,15.203,17.832,10.235,50.171,37.314,27.918,38.477,24.95,24.95
Gm19557,0.214,2.798,1.035,0.114,6.448,2.779,2.027,0.433,0.433
Slk,86.928,22.61,13.205,18.152,100.742,37.869,23.83,31.602,31.602
Col17a1,0.374,0.271,0.052,0.343,0.674,0.082,0,0.014,0.014
Sfr1,258.484,18.893,10.256,355.025,144.851,193.302,141.972,157.174,157.174
Cfap43,0.249,0.204,0.034,0.918,0.906,0.456,0.347,0.617,0.617
Mir8090,0,0,0,0,0,0,0,0,0
Gsto1,536.046,5.371,1.902,125.038,21.786,68.519,134.639,57.637,57.637
Gsto2,7.853,0.124,0.029,0.965,0.595,0,0,0,0
Itprip,112.776,28.424,13.465,3.571,66.942,13.562,13.862,22.579,22.579
Cfap58,0,0,0,0.024,0,0,0,0,0
Sorcs3,0,0,0,0.028,0,0,0,0,0
Sorcs1,0.867,0,0,0.019,0,0,1.549,0,0
Ins1,0,0,0,0,0,0,0,0,0
AA387883,0,0,0,0,0,0,0,0,0
Xpnpep1,140.186,20.246,11.144,162.647,56.251,111.16,88.212,55.018,55.018
Mir6407,0,0,0,0,0,8.95,0,0,0
1700054A03Rik,0,0,0,0.101,0,0,0,0,0
Add3,16.231,166.214,61.683,24.301,31.693,33.061,20.361,114.146,114.146
1700001K23Rik,0,3.668,4.022,0.162,0,0,0,0.153,0.153
Mxi1,5.502,4.264,1.703,15.98,45.826,42.713,24.25,27.095,27.095
Smndc1,78.665,6.82,4.83,146.16,75.514,96.566,53.297,62.311,62.311
5830416P10Rik,1.034,3.895,1.53,0.06,67.619,1.623,4.459,0,0
Dusp5,229.391,14.797,5.63,15.685,50.26,75.527,4.086,53.271,53.271
Smc3,69.224,31.16,15.95,116.457,171.636,107.057,35.567,74.033,74.033
Rbm20,1.436,0.044,0.037,0.636,0.189,0,0.224,0.057,0.057
Pdcd4,18.115,81.501,52.623,35.687,343.916,67.728,27.232,259.022,259.022
Bbip1,21.133,12.511,5.728,8.334,49.307,27.054,55.08,13.77,13.77
Shoc2,93.12,19.68,9.406,39.659,41.632,28.001,10.431,40.437,40.437
Adra2a,46.703,0.015,0,0.229,0.327,0,0.155,0,0
Gpam,14.53,6.259,2.991,14.57,13.215,5.195,0.616,6.277,6.277
Tectb,0,0,0.015,0,0,0,0,0,0
Mir6715,0,0,0,0,0,0,0,0,0
Gucy2g,0,0,0,1.77,0,0,0,0,0
Acsl5,66.76,51.947,26.113,20.537,91.193,166.968,206.203,160.012,160.012
Zdhhc6,43.3,13.848,4.788,46.381,36.773,44.231,53.344,40.222,40.222
Vti1a,11.244,7.119,3.559,6.97,21.22,9.467,9.999,23.129,23.129
4930552P12Rik,0.059,0.093,0.016,0.254,0.166,0,0.118,0,0
Tcf7l2,17.903,0,0.018,3.458,2.732,0,0.13,0.049,0.049
Habp2,0,0,0,0,0,0,0,0,0
Nrap,0.134,0.042,0.022,0.014,0.678,0,0,0.027,0.027
Casp7,15.996,5.506,4.143,12.36,28.596,6.35,13.56,14.817,14.817
Plekhs1,0.124,0,0,0.133,0,0,0,0,0
Dclre1a,9.913,1.757,0.723,10.505,1.73,8.876,7.239,3.822,3.822
Nhlrc2,33.053,11.873,5.842,21.578,43.109,17.234,10.346,19.046,19.046
Adrb1,0.713,0,0,0.254,0.166,0,0,0,0
Ccdc186,34.861,3.732,1.782,14.305,29.962,12.966,0.535,9.513,9.513
Tdrd1,0.19,0.011,0,4.636,0,0,0,0,0
Vwa2,0,0,0,2.772,0.107,0,0,0,0
Afap1l2,5.663,0.014,0,1.611,0,0,0,0.018,0.018
Ablim1,22.273,157.559,76.204,1.466,470.425,84.861,101.452,231.881,231.881
4930449E18Rik,0,0,0,0,0,0,0,0,0
B230217O12Rik,0.379,2.896,2.156,0.931,9.761,0.694,2.113,1.264,1.264
Fam160b1,31.82,14.419,7.089,21.415,74.901,15.735,7.282,19.039,19.039
Trub1,6.223,5.011,1.707,15.624,16.21,4.877,5.258,3.043,3.043
6720468P15Rik,0.332,0,0,0.044,0,0,0,0,0
Atrnl1,34.674,2.184,1.857,3.233,13.605,4.806,0.269,0.853,0.853
Mir5623,0,0,0,0,0,0,0,0,0
Gfra1,10.745,0,0,1.765,21.649,0.476,0,0.032,0.032
Gm10007,0,0,0,0,0,0,0,0,0
Ccdc172,0,0,0.038,0.219,0,0,0,0,0
1810007D17Rik,0,0,0,0.64,0,0,0,0,0
Pnlip,0.298,0,0,1.064,0,0,0,0,0
1810018F18Rik,0,0,0,0,0,0,0,0,0
Pnliprp1,0,0,0,0,0.256,0,0.182,0,0
Pnliprp2,0.189,0,0,0.404,0,0,0,0,0
1700019N19Rik,0,0,0,0.943,0,0,0,0,0
Hspa12a,6.606,0.846,0.014,2.084,0.506,0.158,0,0.183,0.183
Mir3086,0,0,0,0,0,0,0,0,0
Eno4,0.173,0,0,1.356,0,0,0.115,0.058,0.058
Shtn1,0.87,0.014,0.02,2.249,0,0.886,2.891,0.293,0.293
Vax1,0,0,0,0,0,0,0,0,0
Kcnk18,0,0,0,0.157,0,0.298,0,0,0
Slc18a2,3.773,1.154,0.656,0.707,5.561,0.951,0.388,0.925,0.925
Pdzd8,64.161,12.941,7.276,21.254,49.809,17.438,8.545,25.441,25.441
Emx2os,0.589,0,0,0.031,0.165,0,0,0,0
Emx2,25.908,0,0,0.244,0,0,0,0,0
2700089I24Rik,0,0,0,0,0,0,0,0,0
Rab11fip2,14.526,5.869,2.173,1.392,9.207,2.23,0.97,13.715,13.715
E330013P04Rik,0.643,0,0,0.038,0,0,0,0.036,0.036
Fam204a,31.695,5.987,4.944,18.971,22.617,25.098,13.334,11.513,11.513
Prlhr,0,0,0,0,0,0,0,0.048,0.048
Cacul1,53.68,11.019,6.194,42.999,30.722,19.438,9.984,30.471,30.471
Nanos1,12.88,3.645,2.53,2.095,4.645,6.559,8.635,18.141,18.141
Eif3a,449.684,72.752,48.535,370.016,264.841,315.327,67.067,186.116,186.116
Fam45a,45.827,9.164,4.368,33.967,28.761,19.234,13.304,20.003,20.003
Sfxn4,0.542,1.459,0.524,0.406,5.466,1.159,0.864,0.603,0.603
Prdx3,131.142,41.795,25.273,112.398,101.007,93.526,150.019,123.647,123.647
Grk5,21.674,1.13,0.374,5.271,2.749,6.28,3.259,1.962,1.962
Zfp950,1.751,4.691,2.548,0.532,12.132,5.393,3.854,1.892,1.892
Gm7102,0.273,0.036,0.025,0.146,0,0,0.182,0.323,0.323
Csf2ra,5.52,0.656,0.288,1.883,12.782,9.045,18.344,2.834,2.834
LOC100041034,0,0,0,0,0,0,0,0,0
LOC664787,0,0,0,0,0,0,0,0,0
Csprs,0,0,0,0,0,0,0,0,0
Fam171a1,82.173,0,0,4.599,0.5,0,0.427,0.018,0.018
Nmt2,53.423,14.004,5.161,68.684,44.523,23.202,14.082,21.964,21.964
